StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consumidor,Frequência,Lugar,Marcas,É consumidor,Como conheceu,Q44,Características,Falta na marca,Qualidades marcas,Classificação_1,Classificação_2,Classificação_3,Classificação_4,Classificação_5,Q42,Q34,Qualidade_NPS_GROUP,Qualidade,Diferencial,Pontos melhora,Q40,Q41,Lançamentos,Procura,Q30,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Frequencia uso,Preço,Utilização,ticket,idade,reg,sel
2024-06-28 13:04:49,2024-06-28 13:11:54,IP Address,189.121.243.110,100,424,True,2024-06-28 13:11:54,R_5lfIDEVZLTzLWPT,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Paula Torres,Outras",Não,Redes sociais,Outros,"Elegante,Moderna,Luxuosa","Mais opções de estilo e design,Qualidade do produto","Promoções/descontos,Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças",5,4,2,1,3,"Procura pelo produto específico na internet,Acessa o site da marca diretamente (qual marca?),Visita lojas físicas para experimentar pessoalmente",,,,,,,,,,,,,,,,,,,8b02e63c-2a0f-4d54-89df-e40808ae73a3_0adc1c5cbd5af884,57,3,3
2024-06-28 13:06:32,2024-06-28 13:11:56,IP Address,177.37.163.40,100,324,True,2024-06-28 13:11:57,R_6e9CJNJf8mDzxWg,,,,,-6.9934,-37.338,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Sim,,,,,,,,,,,,Recomendação de amigos/família,Promoter,10,"Qualidade dos produtos,Conforto,Atualização de modelos,Inovação","Qualidade dos produtos,Trabalho artesanal,Atualização de modelos,Inovação,Preço,Diversificação de modelos,Exclusividade",Sim,5,5,"Procura pelo produto específico na internet,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",Rede Sociais,5,4,2,3,1,1 ou 2 vez(es) na semana,5,"Uso diário (no trabalho, escola ou atividades cotidianas)",e6051759-94e0-46a6-a505-844dffc29c4e_0adc1c5cbd5af884,32,3,1
2024-06-28 13:12:00,2024-06-28 13:12:54,IP Address,191.135.222.156,100,53,True,2024-06-28 13:12:54,R_7FUXnmTinpMm26B,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91026252-30ee-4fe4-bb3d-df1918a35730_0adc1c5cbd5af884,51,3,3
2024-06-28 13:13:23,2024-06-28 13:13:40,IP Address,200.189.118.5,100,16,True,2024-06-28 13:13:40,R_6c12laWbLZTDcop,,,,,-25.5026,-49.2908,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff9c829df1ff3862_0adc1c5cbd5af884_8296df74dbbc1918_d8f0aeca5a20f0808a0fdb5673ea429d,32,4,4
2024-06-28 13:13:30,2024-06-28 13:13:55,IP Address,92.72.55.54,100,25,True,2024-06-28 13:13:56,R_2VnjoIeblfTYKyJ,,,,,50.0812,8.6411,anonymous,EN,Sim,Uma  vez por ano,Loja Física,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,af0eaf2d-ccc7-4a28-b508-94255b078405_0adc1c5cbd5af884,59,5,3
2024-06-28 13:14:16,2024-06-28 13:14:45,IP Address,187.38.29.195,100,29,True,2024-06-28 13:14:46,R_1uCwv8n8F9X5Ykx,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06399d63-aecf-4ab9-b49f-4ef98eed4726_0adc1c5cbd5af884,35,3,3
2024-06-28 13:16:26,2024-06-28 13:17:28,IP Address,177.55.224.47,100,62,True,2024-06-28 13:17:29,R_30p0h5F3LBfg1qS,,,,,-19.8828,-44.0801,anonymous,EN,Sim,Uma  vez por ano,Online,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e0f64c3-a24b-42d1-b367-5724abdf8396_0adc1c5cbd5af884,61,3,4
2024-06-28 13:16:27,2024-06-28 13:17:35,IP Address,177.174.211.9,100,67,True,2024-06-28 13:17:35,R_3lnnWe83pqlSfzQ,,,,,-15.857,-47.943,anonymous,EN,Não,A cada 6 meses,Loja Física,Arezzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac2030f5-23df-4b13-8721-2e3b090d7716_0adc1c5cbd5af884,71,5,3
2024-06-28 13:17:48,2024-06-28 13:18:08,IP Address,187.126.150.122,100,20,True,2024-06-28 13:18:09,R_5ERGbXpKMAVH8UF,,,,,-22.9201,-43.0811,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc102d701bd21518_0adc1c5cbd5af884_8296df74dbbc1918_a2386c0552344ce248479592c8fa0ae1,28,3,2
2024-06-28 13:16:09,2024-06-28 13:18:51,IP Address,200.176.36.13,100,161,True,2024-06-28 13:18:51,R_61tzNR1pQa6HgoV,,,,,-21.0155,-48.2634,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres",Sim,,,,,,,,,,,,Redes sociais,Promoter,9,"Qualidade dos produtos,Conforto,Atualização de modelos","Qualidade dos produtos,Design,Atualização de modelos,Inovação,Preço,Diversificação de modelos,Exclusividade",Sim,4,4,Busca tendências de moda em redes sociais,Campanhas,5,4,1,2,3,1 ou 2 vez(es) na semana,5,"Lazer (encontros casuais, passeios, atividades de tempo livre)",b2974d08-b80d-4af1-a438-63561c653e09_0adc1c5cbd5af884,23,3,3
2024-06-28 13:19:04,2024-06-28 13:19:38,IP Address,179.98.152.42,100,34,True,2024-06-28 13:19:39,R_1J9hKwXZC96RgE9,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63d80536c58d3bb6_0adc1c5cbd5af884_8296df74dbbc1918_046873aaa2a3ad0bcb89846e90c457be,53,3,3
2024-06-28 13:20:38,2024-06-28 13:21:33,IP Address,179.208.85.88,100,55,True,2024-06-28 13:21:34,R_3Lbd9X79FJmSsO1,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c357ea10-ea7b-47e5-9f63-e2b908b1301b_0adc1c5cbd5af884,54,3,3
2024-06-28 13:20:43,2024-06-28 13:21:37,IP Address,189.83.143.81,100,54,True,2024-06-28 13:21:38,R_3pSxdEkbRYT4ze6,,,,,-22.9072,-43.1883,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007dce98-d6c8-4592-826c-a7fc3450541e_0adc1c5cbd5af884,68,3,3
2024-06-28 13:20:43,2024-06-28 13:21:41,IP Address,193.235.146.163,100,57,True,2024-06-28 13:21:41,R_6CuQqJLaOrhzBst,,,,,-33.0228,-71.5519,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c263b2c-5881-46c0-a912-058c1284baed_0adc1c5cbd5af884,47,3,4
2024-06-28 13:20:56,2024-06-28 13:21:42,IP Address,177.220.172.1,100,46,True,2024-06-28 13:21:43,R_1rjr94lrTJxCZPb,,,,,-25.5026,-49.2908,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9620c6e1-5cfa-4a49-be6e-d7d61fc251d3_0adc1c5cbd5af884,41,4,3
2024-06-28 13:20:29,2024-06-28 13:21:49,IP Address,187.56.207.208,100,79,True,2024-06-28 13:21:50,R_32y9E1gIWaXuASZ,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Online,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1aa3a61-30fe-46fa-8748-96cef635ece7_0adc1c5cbd5af884,33,3,3
2024-06-28 13:21:29,2024-06-28 13:22:39,IP Address,177.142.241.158,100,69,True,2024-06-28 13:22:39,R_3ltaDxD3OeyvsaW,,,,,-22.9201,-43.0811,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19f7d337-b154-44cc-b812-874f8da2aaa6_0adc1c5cbd5af884,60,3,5
2024-06-28 13:21:42,2024-06-28 13:22:56,IP Address,143.107.8.113,100,73,True,2024-06-28 13:22:57,R_3ercgcBkcGu1skq,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200b055-f538-44a2-88b5-d02c077a5ea1_0adc1c5cbd5af884,57,3,1
2024-06-28 13:19:01,2024-06-28 13:23:02,IP Address,186.221.0.118,100,241,True,2024-06-28 13:23:02,R_3VvTZsTeY58v46B,,,,,-22.9072,-43.1883,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Paula Torres,Outras",Sim,,,,,,,,,,,,Recomendação de amigos/família,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos,Inovação,Sustentabilidade",Atualização de modelos,Sim,5,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Busca tendências de moda em redes sociais,Assiste vídeos de reviews",Influenciadores,5,,4,,3,3 a 6 vezes na semana,5,"Uso diário (no trabalho, escola ou atividades cotidianas)",d9a8b5cb-8f15-4c68-b5c0-f4baeaa76838_0adc1c5cbd5af884,44,3,3
2024-06-28 13:22:52,2024-06-28 13:23:14,IP Address,177.50.50.156,100,21,True,2024-06-28 13:23:15,R_5eyliNJmiEUAOZN,,,,,-22.9201,-43.0811,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16e2476f-4578-40d2-8562-b81b36e452b2_0adc1c5cbd5af884,29,3,2
2024-06-28 13:23:00,2024-06-28 13:23:30,IP Address,187.85.60.231,100,30,True,2024-06-28 13:23:31,R_3eJXyrniHv0jeXn,,,,,-22.9201,-43.0811,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee8b9a05-f202-4e41-819c-a76b9f1c4619_0adc1c5cbd5af884,64,3,3
2024-06-28 13:21:15,2024-06-28 13:23:51,IP Address,187.37.144.210,100,156,True,2024-06-28 13:23:52,R_5IctkTxZylzOobW,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Loja Física,Paula Torres,Não,Redes sociais,Rede Sociais,"Moderna,Luxuosa,Exclusiva",Não tem uma loja física perto,Promoções/descontos,2,1,5,4,3,Visita lojas físicas para experimentar pessoalmente,,,,,,,,,,,,,,,,,,,f1c7e11d-5ae5-4ab0-ad67-e8b3eb0b620c_0adc1c5cbd5af884,46,3,3
2024-06-28 13:21:16,2024-06-28 13:24:11,IP Address,45.226.73.243,100,174,True,2024-06-28 13:24:11,R_1rkv0aZbUltAqpt,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres",Não,Redes sociais,Recomendação,"Elegante,Moderna,Inovadora","Promoções e descontos mais frequentes,Outros","Promoções/descontos,Publicidade criativa e atraente,Recomendações de amigos/familiares",5,3,2,1,4,"Pede recomendações para conhecidos,Procura pelo produto específico na internet,Visita lojas físicas para experimentar pessoalmente",,,,,,,,,,,,,,,,,,,c4f56b977715cd33_0adc1c5cbd5af884_7a88c4b43110dfc2_d25274ebe9adf82ab19eb23fe5e11266,18,3,4
2024-06-28 13:21:29,2024-06-28 13:24:16,IP Address,177.24.47.111,100,167,True,2024-06-28 13:24:16,R_52M7vdDSgh9m0sv,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Outras",Não,Loja física,Rede Sociais,"Elegante,Luxuosa,Artesanal","Mais opções de estilo e design,Melhor relação custo-benefício,Presença mais forte nas redes sociais,Promoções e descontos mais frequentes","Promoções/descontos,Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças",1,5,3,2,4,"Procura pelo produto específico na internet,Visita lojas físicas para experimentar pessoalmente,Assiste vídeos de reviews",,,,,,,,,,,,,,,,,,,0965ea04-f2a2-40d6-8207-da7f6a068bac_0adc1c5cbd5af884,34,3,2
2024-06-28 13:25:46,2024-06-28 13:26:07,IP Address,200.53.25.32,100,20,True,2024-06-28 13:26:07,R_3fTd4Hgr09lOG7R,,,,,-25.5026,-49.2908,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7232517-6a53-4a86-947e-097d03369286_0adc1c5cbd5af884,31,4,3
2024-06-28 13:24:02,2024-06-28 13:26:11,IP Address,177.33.81.47,100,129,True,2024-06-28 13:26:12,R_7QnxYP28NMJ7Mxy,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,Outras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a49629bd-d96b-48b2-ab66-8bf1cefd4116_0adc1c5cbd5af884,65,3,4
2024-06-28 13:26:06,2024-06-28 13:26:53,IP Address,189.62.46.149,100,47,True,2024-06-28 13:26:53,R_7H8Ept5ZzGV80eB,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d21d2682-2fa7-4c8f-b9fa-4a9b8b3d7164_0adc1c5cbd5af884,40,3,2
2024-06-28 13:21:34,2024-06-28 13:27:02,IP Address,179.210.176.84,100,328,True,2024-06-28 13:27:03,R_6rR1l1zPFsFcV0Z,,,,,-22.9072,-43.1883,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Paula Torres",Não,Redes sociais,Influenciadores,"Desejável,Inovadora,Versátil","Mais opções de estilo e design,Melhor relação custo-benefício,Não tem uma loja física perto","Promoções/descontos,Avaliações e opiniões positivas de outros clientes,Informações sobre a qualidade do e o conforto do sapato",5,2,3,1,4,"Procura pelo produto específico na internet,Acessa o site da marca diretamente (qual marca?),Visita lojas físicas para experimentar pessoalmente,Assiste vídeos de reviews",,,,,,,,,,,,,,,,,,,0c74e6e8-7f43-4f18-97d6-72f08036ed45_0adc1c5cbd5af884,61,3,3
2024-06-28 13:25:48,2024-06-28 13:27:41,IP Address,177.32.84.112,100,112,True,2024-06-28 13:27:41,R_6EuTs7cU70YxgVW,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Não,Redes sociais,Rede Sociais,"Elegante,Versátil,Luxuosa",Não tem uma loja física perto,"Promoções/descontos,Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças",5,4,3,2,1,"Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais,Assiste vídeos de reviews",,,,,,,,,,,,,,,,,,,3c62a9da-dafd-4d0e-b309-36eb601680b6_0adc1c5cbd5af884,32,3,3
2024-06-28 13:27:40,2024-06-28 13:28:26,IP Address,187.106.42.15,100,46,True,2024-06-28 13:28:26,R_32buMvAo6PTAnAa,,,,,-22.9035,-47.0565,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc1c3fc7-dee4-49e0-918f-ed3cc38bcbf5_0adc1c5cbd5af884,44,3,2
2024-06-28 13:27:50,2024-06-28 13:30:56,IP Address,201.17.105.155,100,186,True,2024-06-28 13:30:57,R_31TmyMlKt1njM73,,,,,-22.9072,-43.1883,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Sim,,,,,,,,,,,,Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto","Design,Sustentabilidade,Exclusividade",Sim,5,5,"Pede recomendações para conhecidos,Procura pelo produto específico na internet,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais,Assiste vídeos de reviews",Campanhas,4,3,1,5,2,3 a 6 vezes na semana,5,Eventos sociais (festas e celebrações),57b64069-1631-4738-80a1-776ad178edd1_0adc1c5cbd5af884,41,3,1
2024-06-28 13:30:57,2024-06-28 13:31:18,IP Address,143.137.84.172,100,21,True,2024-06-28 13:31:18,R_6CNYx1Itf5bzdU6,,,,,-25.5026,-49.2908,anonymous,EN,Sim,Uma  vez por ano,Online,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46be21ac-15ae-4f9a-af83-0e41271a078e_0adc1c5cbd5af884,52,4,3
2024-06-28 13:27:30,2024-06-28 13:31:29,IP Address,187.32.143.130,100,239,True,2024-06-28 13:31:30,R_6Yh7Urlz8PB0Gq1,,,,,-19.5484,-47.9491,anonymous,EN,Sim,A cada 6 meses,Online,Paula Torres,Não,Redes sociais,Rede Sociais,"Luxuosa,Artesanal","Mais opções de estilo e design,Qualidade do produto",Recomendações de amigos/familiares,5,4,3,2,1,Busca tendências de moda em redes sociais,,,,,,,,,,,,,,,,,,,ee0b51d4-bc76-404b-b84b-eece283b3463_0adc1c5cbd5af884,57,5,3
2024-06-28 13:31:18,2024-06-28 13:31:39,IP Address,189.40.85.122,100,21,True,2024-06-28 13:31:40,R_5qlxPdLC3orCxbz,,,,,-19.9029,-43.9572,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a74aabb-9000-4688-a780-0b22881b8593_0adc1c5cbd5af884,32,3,2
2024-06-28 13:32:45,2024-06-28 13:33:09,IP Address,179.214.126.242,100,23,True,2024-06-28 13:33:10,R_1dor7oR3KKMfqZs,,,,,-15.7783,-47.9319,anonymous,EN,Sim,A cada 6 meses,Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8dfbf95-8762-4fc5-9e8a-febb6517cd73_0adc1c5cbd5af884,36,5,3
2024-06-28 13:32:51,2024-06-28 13:33:22,IP Address,201.16.236.145,100,30,True,2024-06-28 13:33:23,R_6lCjpCa8QftsflL,,,,,-22.895,-47.0439,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e5841b5-0557-4c37-b19c-6f1cdd94728e_0adc1c5cbd5af884,45,3,3
2024-06-28 13:28:42,2024-06-28 13:33:29,IP Address,179.185.244.234,100,287,True,2024-06-28 13:33:30,R_6KvZR5v1wSKHrJd,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos",Sim,,,,,,,,,,,,Redes sociais,Promoter,10,"Qualidade dos produtos,Conforto",Preço,Sim,5,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Rede Sociais,,5,,,,3 a 6 vezes na semana,2,Eventos sociais (festas e celebrações),73c9124b-676b-42e3-8ac6-daccef96e76d_0adc1c5cbd5af884,47,3,2
2024-06-28 13:32:35,2024-06-28 13:33:46,IP Address,200.173.176.65,100,70,True,2024-06-28 13:33:46,R_6IaeyBmU1fJJLOE,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Online,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6731f452-017a-40ca-81c9-aed745ae25fa_0adc1c5cbd5af884,63,3,4
2024-06-28 13:33:12,2024-06-28 13:34:00,IP Address,201.80.139.177,100,48,True,2024-06-28 13:34:01,R_6RVSEs95KwwF6vb,,,,,-19.9221,-43.9347,anonymous,EN,Sim,Uma  vez por ano,Online,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52a494f6-9345-40d3-bb21-93e8713bafc4_0adc1c5cbd5af884,50,3,2
2024-06-28 13:33:23,2024-06-28 13:34:01,IP Address,189.18.225.77,100,38,True,2024-06-28 13:34:02,R_5kOoQt0Oj481JxD,,,,,-23.5335,-46.6359,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52e0c49d-2025-4f8a-9eae-26f70bd1d4cb_0adc1c5cbd5af884,34,3,3
2024-06-28 13:34:05,2024-06-28 13:34:28,IP Address,187.35.253.113,100,22,True,2024-06-28 13:34:28,R_5XaE9vFP2a40hhL,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Online,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7a479def-599f-4d1e-b9f0-c5c2a6160fd2_0adc1c5cbd5af884,52,3,3
2024-06-28 13:33:46,2024-06-28 13:34:43,IP Address,45.190.158.64,100,57,True,2024-06-28 13:34:44,R_6wM6p0EuEDrHIGx,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Somente se os atuais não forem mais utilizáveis,Ambos na mesma proporção,"Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512f7276-b0f4-4740-8dbf-9be92db0d4a3_0adc1c5cbd5af884,26,3,4
2024-06-28 13:35:03,2024-06-28 13:35:22,IP Address,179.127.251.253,100,18,True,2024-06-28 13:35:22,R_6QgagbE7IH9SyBj,,,,,-16.1014,-47.9912,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ac87eeb-fa07-4a61-be9b-78676f592fdf_0adc1c5cbd5af884,31,5,3
2024-06-28 13:33:33,2024-06-28 13:35:35,IP Address,186.220.39.84,100,121,True,2024-06-28 13:35:35,R_3o11jLeY9OMviLD,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres",Sim,,,,,,,,,,,,Recomendação de amigos/família,Promoter,9,"Qualidade dos produtos,Design,Conforto","Design,Conforto,Exclusividade",Sim,5,4,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Rede Sociais,2,1,5,4,3,1 ou 2 vez(es) na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)",281580f4-84b4-434d-aa4a-a9b8503b37c0_0adc1c5cbd5af884,42,3,3
2024-06-28 13:34:20,2024-06-28 13:35:41,IP Address,187.6.93.238,100,81,True,2024-06-28 13:35:42,R_7TH0mGeFKgXod4n,,,,,-15.7792,-47.9341,anonymous,EN,Não,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Paula Torres,Outras",Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77954838-69ca-4357-9303-11c2a0cd2b96_0adc1c5cbd5af884,42,5,2
2024-06-28 13:35:49,2024-06-28 13:36:21,IP Address,179.67.197.57,100,32,True,2024-06-28 13:36:22,R_3cKFs8ae63WLto5,,,,,-22.9201,-43.0811,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9bab6f58-58f3-4f92-9af4-aa9f257ce7da_0adc1c5cbd5af884,32,3,3
2024-06-28 13:35:42,2024-06-28 13:36:39,IP Address,189.79.246.159,100,56,True,2024-06-28 13:36:40,R_3uDP03nHVBCGX9Y,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978fd795-c69e-4249-99f4-f35e4fe2e8e8_0adc1c5cbd5af884,57,3,2
2024-06-28 13:37:15,2024-06-28 13:37:36,IP Address,189.78.103.251,100,20,True,2024-06-28 13:37:37,R_6HTE9rvZU2hLVNd,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b85e2c44-c5e2-4ea2-bf70-6cb2faabac48_0adc1c5cbd5af884,42,3,5
2024-06-28 13:37:20,2024-06-28 13:38:04,IP Address,177.50.41.6,100,44,True,2024-06-28 13:38:04,R_13UBocs1nfG0QFH,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b81ee0eb-65f0-46fb-b216-11b036022a36_0adc1c5cbd5af884,32,3,4
2024-06-28 13:37:31,2024-06-28 13:38:14,IP Address,179.209.103.174,100,42,True,2024-06-28 13:38:14,R_7mxZhF5DJarA4a5,,,,,-23.5335,-46.6359,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Luiza Barcellos,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cec6709c-3419-4c31-b584-b78fd3021e3e_0adc1c5cbd5af884,51,3,1
2024-06-28 13:37:25,2024-06-28 13:38:42,IP Address,179.100.39.71,100,76,True,2024-06-28 13:38:43,R_5Tg5NBh0uKLpePn,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7203a47-7327-488a-8388-2bfca6693ecf_0adc1c5cbd5af884,60,3,3
2024-06-28 13:36:56,2024-06-28 13:39:15,IP Address,189.125.131.50,100,138,True,2024-06-28 13:39:15,R_69h3YFYNq9wWAlz,,,,,-23.6283,-46.6409,anonymous,EN,Sim,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b9a9386-1445-4826-b199-53cd1ed3899b_0adc1c5cbd5af884,51,3,1
2024-06-28 13:39:10,2024-06-28 13:39:38,IP Address,186.205.129.188,100,27,True,2024-06-28 13:39:38,R_7xxraPmILKNH0Vb,,,,,-22.9072,-43.1883,anonymous,EN,Sim,Uma  vez por ano,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7a7b446-0827-43c0-b7e1-ebc9812e0d07_0adc1c5cbd5af884,40,3,3
2024-06-28 13:26:52,2024-06-28 13:39:48,IP Address,201.55.8.69,100,775,True,2024-06-28 13:39:49,R_1l4PDkU7etXJKHf,,,,,-23.6283,-46.6409,anonymous,EN,Sim,"Nunca, eu não compro sapatos",Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22040759-a812-44a0-ae73-4696904a4296_0adc1c5cbd5af884,30,3,3
