StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consumidor,Idade,Região,Classe,Frequência,Lugar,Marcas,É consumidor,Como conheceu,Q44,Características,Falta na marca,Qualidades marcas,Classificação_1,Classificação_2,Classificação_3,Classificação_4,Classificação_5,Q42,Q34,Qualidade_NPS_GROUP,Qualidade,Diferencial,Pontos melhora,Q40,Q41,Lançamentos,Procura,Q30,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Frequencia uso,Preço,Utilização
2024-05-09 22:51:09,2024-05-09 22:52:05,IP Address,201.69.252.214,100,56,True,2024-05-09 22:52:06,R_5KoRqBS8cQjK98J,,,,,-23.6283,-46.6409,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Somente se os atuais não forem mais utilizáveis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 23:05:27,2024-05-09 23:07:11,IP Address,187.90.213.92,100,103,True,2024-05-09 23:07:11,R_5bT4ahrf9vE95R4,,,,,-23.6283,-46.6409,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 23:06:05,2024-05-09 23:11:42,IP Address,104.28.63.183,100,337,True,2024-05-09 23:11:43,R_5mWXfVEBuRfA5DL,,,,,-19.9221,-43.9347,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Não,Loja física,Rede Sociais,"Elegante,Moderna,Desejável","Mais opções de estilo e design,Qualidade do produto,Atendimento ao cliente superior","Promoções/descontos,Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças",5,4,2,3,1,"Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais,Outros",,,,,,,,,,,,,,,,,,
2024-05-09 23:14:21,2024-05-09 23:15:20,IP Address,189.46.234.72,100,58,True,2024-05-09 23:15:20,R_6drPGrmKLyxrJtV,,,,,-23.6283,-46.6409,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 23:16:14,2024-05-09 23:20:40,IP Address,179.214.126.125,100,265,True,2024-05-09 23:20:40,R_3Z4qnIkGnqxoCpb,,,,,-15.7783,-47.9319,anonymous,EN,Sim,18 a 24 anos,Centro-Oeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Não,Outro,Rede Sociais,"Elegante,Moderna,Versátil","Estratégias de marketing mais atraente,Não tem uma loja física perto,Outros","Promoções/descontos,Variedade de estilos e peças,Publicidade criativa e atraente",3,2,4,5,1,"Procura pelo produto específico na internet,Acessa o site da marca diretamente (qual marca?),Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",,,,,,,,,,,,,,,,,,
2024-05-09 23:17:24,2024-05-09 23:21:20,IP Address,179.102.134.69,100,235,True,2024-05-09 23:21:20,R_5P5biWl1V24085G,,,,,-20.2877,-40.2852,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe C: Renda familiar entre R$ 2.005 e R$ 8.640 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Não,Redes sociais,Influenciadores,Elegante,"Atendimento ao cliente superior,Não tem uma loja física perto","Avaliações e opiniões positivas de outros clientes,Informações sobre a qualidade do e o conforto do sapato",5,3,1,4,2,Visita lojas físicas para experimentar pessoalmente,,,,,,,,,,,,,,,,,,
2024-05-09 23:29:53,2024-05-09 23:30:07,IP Address,189.62.13.78,100,13,True,2024-05-09 23:30:07,R_2eLZkOVPSr2TfVc,,,,,-23.5335,-46.6359,anonymous,EN,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 23:29:31,2024-05-09 23:30:29,IP Address,152.250.123.79,100,58,True,2024-05-09 23:30:30,R_3FrAZh3HIdu8WdS,,,,,-23.6283,-46.6409,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 23:25:30,2024-05-09 23:31:27,IP Address,177.141.20.119,100,357,True,2024-05-09 23:31:27,R_7ORErFugJaZCXJf,,,,,-23.5335,-46.6359,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Não,Loja física,Rede Sociais,Luxuosa,Melhor relação custo-benefício,"Promoções/descontos,Avaliações e opiniões positivas de outros clientes,Informações sobre a qualidade do e o conforto do sapato",5,4,2,3,1,"Procura pelo produto específico na internet,Acessa o site da marca diretamente (qual marca?),Visita lojas físicas para experimentar pessoalmente",,,,,,,,,,,,,,,,,,
2024-05-09 23:55:18,2024-05-09 23:56:25,IP Address,66.176.251.198,100,66,True,2024-05-09 23:56:25,R_3r121S55RGVaYs9,,,,,25.9972,-80.3259,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Alexandre Birman,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 01:15:50,2024-05-10 01:16:55,IP Address,176.236.79.114,100,65,True,2024-05-10 01:16:56,R_2r0QyzPJDJp1uM8,,,,,39.7302,30.5345,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 05:03:11,2024-05-10 05:03:25,IP Address,46.247.121.239,100,14,True,2024-05-10 05:03:26,R_2lboAcn0G0k1dmN,,,,,51.6115,-0.2496,anonymous,EN,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 05:29:56,2024-05-10 05:32:16,IP Address,177.92.66.178,100,140,True,2024-05-10 05:32:17,R_8A4UWi1ZOCPJ2H7,,,,,-23.6283,-46.6409,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 06:04:03,2024-05-10 06:05:42,IP Address,187.26.218.88,100,98,True,2024-05-10 06:05:44,R_4PbpecwDbtMLwe2,,,,,-22.895,-47.0439,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe C: Renda familiar entre R$ 2.005 e R$ 8.640 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 06:09:32,2024-05-10 06:11:58,IP Address,177.26.224.170,100,145,True,2024-05-10 06:11:58,R_3CNAlsTwi7PocSt,,,,,-23.6283,-46.6409,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Luiza Barcellos,Alexandre Birman,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 06:20:25,2024-05-10 06:21:43,IP Address,177.140.249.65,100,77,True,2024-05-10 06:21:43,R_2LgJRmJdvGBSDyP,,,,,-23.5335,-46.6359,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 07:10:41,2024-05-10 07:16:27,IP Address,187.105.99.126,100,345,True,2024-05-10 07:16:28,R_7y2ey9CwcyEphnj,,,,,-8.0567,-34.8815,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Sim,,,,,,,,,,,,Loja física,Promoter,9,"Qualidade dos produtos,Atualização de modelos,Inovação",Conforto,Sim,5,3,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Outros,5,,4,,,1 ou 2 vez(es) por mês,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-05-10 07:46:06,2024-05-10 07:47:09,IP Address,189.98.254.221,100,63,True,2024-05-10 07:47:10,R_3rITyUWCcQ8wSkA,,,,,-23.6283,-46.6409,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Somente se os atuais não forem mais utilizáveis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 07:50:50,2024-05-10 07:52:28,IP Address,177.32.195.190,100,97,True,2024-05-10 07:52:28,R_2szFdygVHWH4FUg,,,,,-23.5335,-46.6359,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe C: Renda familiar entre R$ 2.005 e R$ 8.640 por mês.,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Luiza Barcellos,Alexandre Birman,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 08:03:52,2024-05-10 08:04:49,IP Address,177.141.232.38,100,57,True,2024-05-10 08:04:50,R_78TZMykww3hrMqW,,,,,-23.5335,-46.6359,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz,Alexandre Birman,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 08:06:16,2024-05-10 08:06:57,IP Address,179.118.183.111,100,40,True,2024-05-10 08:06:57,R_3ziujIVNtVvcUU3,,,,,-23.6283,-46.6409,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Somente se os atuais não forem mais utilizáveis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 08:06:59,2024-05-10 08:07:12,IP Address,191.188.64.237,100,13,True,2024-05-10 08:07:13,R_2OwC6ELTiizkClo,,,,,-23.1798,-46.8816,anonymous,EN,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 08:17:23,2024-05-10 08:18:08,IP Address,174.196.207.244,100,45,True,2024-05-10 08:18:12,R_1nU7sIZYDoK0Cse,,,,,42.4188,-71.1557,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Somente se os atuais não forem mais utilizáveis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 08:35:56,2024-05-10 08:36:51,IP Address,187.34.68.41,100,54,True,2024-05-10 08:36:51,R_7YGt10bt0blpNBv,,,,,-23.6283,-46.6409,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Somente se os atuais não forem mais utilizáveis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 08:58:31,2024-05-10 09:00:58,IP Address,186.204.60.220,100,147,True,2024-05-10 09:00:59,R_1TNPymsHkl5ka7V,,,,,-23.5335,-46.6359,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 10:35:54,2024-05-10 10:37:15,IP Address,177.182.62.183,100,80,True,2024-05-10 10:37:16,R_2zIPOdbsjSgVNSM,,,,,-19.9221,-43.9347,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Luiza Barcellos,Alexandre Birman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 11:05:32,2024-05-10 11:06:26,IP Address,152.249.41.22,100,54,True,2024-05-10 11:06:27,R_2bI8n6beeUf9MP6,,,,,-23.6283,-46.6409,anonymous,EN,Sim,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 11:45:58,2024-05-10 11:51:17,IP Address,201.48.197.15,100,318,True,2024-05-10 11:51:17,R_7qVgthlELvTMLHN,,,,,-19.9029,-43.9572,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Paula Torres,Alexandre Birman,Outras",Sim,,,,,,,,,,,,Loja física,Promoter,9,"Design,Conforto",Preço,Sim,5,3,Visita lojas físicas para experimentar pessoalmente,Recomendação,5,4,3,1,2,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-05-10 12:26:44,2024-05-10 12:33:29,IP Address,189.96.225.4,100,405,True,2024-05-10 12:33:30,R_1QlOiWxgCgYurAd,,,,,-23.6283,-46.6409,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Tatiana Loureiro,Paula Torres,Luiza Barcellos",Sim,,,,,,,,,,,,Recomendação de amigos/família,Detractor,6,Atualização de modelos,"Qualidade dos produtos,Sustentabilidade,Preço",Sim,5,1,Procura pelo produto específico na internet,Campanhas,5,3,4,1,2,1 ou 2 vez(es) a cada três meses,2,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-05-10 14:49:23,2024-05-10 14:55:45,IP Address,186.232.61.6,100,382,True,2024-05-10 14:55:46,R_3wLcBePzXyCcy7m,,,,,-23.6283,-46.6409,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Outras",Não,Recomendação de amigos/família,Recomendação,"Elegante,Moderna,Exclusiva","Melhor relação custo-benefício,Promoções e descontos mais frequentes,Não tem uma loja física perto","Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças,Recomendações de amigos/familiares",5,3,2,1,4,"Pede recomendações para conhecidos,Procura pelo produto específico na internet,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais,Assiste vídeos de reviews",,,,,,,,,,,,,,,,,,
2024-05-10 14:58:03,2024-05-10 14:58:56,IP Address,189.98.243.193,100,52,True,2024-05-10 14:58:56,R_5X50hWqZENfCWSI,,,,,-23.6283,-46.6409,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Luiza Barcellos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 14:57:50,2024-05-10 14:59:01,IP Address,179.193.37.217,100,71,True,2024-05-10 14:59:02,R_5IjNjHq6TSBpnUd,,,,,-23.5788,-47.4077,anonymous,EN,Sim,18 a 24 anos,Centro-Oeste,Classe C: Renda familiar entre R$ 2.005 e R$ 8.640 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 14:58:00,2024-05-10 15:00:17,IP Address,186.232.61.4,100,137,True,2024-05-10 15:00:17,R_5ESgmy3QGCtt0ez,,,,,-23.6283,-46.6409,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Não,Outro,Campanhas,"Elegante,Luxuosa","Mais opções de estilo e design,Estratégias de marketing mais atraente,Promoções e descontos mais frequentes,Outros","Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças,Recomendações de amigos/familiares",3,4,2,5,1,"Procura pelo produto específico na internet,Acessa o site da marca diretamente (qual marca?),Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",,,,,,,,,,,,,,,,,,
2024-05-10 14:59:15,2024-05-10 15:04:23,IP Address,186.232.61.4,100,307,True,2024-05-10 15:04:23,R_5fYSgcjfozWH9IZ,,,,,-23.6283,-46.6409,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Não,Loja física,Recomendação,"Elegante,Luxuosa,Exclusiva","Mais opções de estilo e design,Melhor relação custo-benefício,Presença mais forte nas redes sociais,Promoções e descontos mais frequentes","Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças,Recomendações de amigos/familiares",1,3,5,4,2,"Pede recomendações para conhecidos,Procura pelo produto específico na internet,Acessa o site da marca diretamente (qual marca?),Visita lojas físicas para experimentar pessoalmente",,,,,,,,,,,,,,,,,,
2024-05-10 15:09:11,2024-05-10 15:09:18,IP Address,186.232.61.4,100,6,True,2024-05-10 15:09:18,R_2PXJULIocFycYgy,,,,,-23.6283,-46.6409,anonymous,EN,Não,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 15:09:23,2024-05-10 15:09:33,IP Address,186.232.61.4,100,9,True,2024-05-10 15:09:34,R_5lxXWSB4ZUBhU8t,,,,,-23.6283,-46.6409,anonymous,EN,Sim,Menor de 18 anos,Norte,Classe E: Renda familiar de até R$ 1.254 por mês.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 15:37:28,2024-05-10 15:40:56,IP Address,177.26.247.255,100,208,True,2024-05-10 15:40:57,R_8f25NeLfTpPBi8x,,,,,-23.6283,-46.6409,anonymous,EN,Sim,45 a 54 anos,Sul,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Não,Colaborações com outras marcas,Campanhas,"Elegante,Luxuosa,Exclusiva","Melhor relação custo-benefício,Estratégias de marketing mais atraente,Atendimento ao cliente superior,Não tem uma loja física perto","Promoções/descontos,Informações sobre a qualidade do e o conforto do sapato,Variedade de estilos e peças",2,1,3,4,5,"Acessa o site da marca diretamente (qual marca?),Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",,,,,,,,,,,,,,,,,,
2024-05-10 16:56:35,2024-05-10 16:58:05,IP Address,187.90.200.5,100,90,True,2024-05-10 16:58:06,R_3Fcx04gOuFv4iVX,,,,,-23.6283,-46.6409,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 20:17:59,2024-05-10 20:19:33,IP Address,179.228.78.79,100,94,True,2024-05-10 20:19:34,R_26ZRVqBWOZXBhV7,,,,,-23.673,-46.5302,anonymous,EN,Sim,55 a 64 anos,Sudeste,Classe C: Renda familiar entre R$ 2.005 e R$ 8.640 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Luiza Barcellos,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10 23:18:51,2024-05-10 23:21:22,IP Address,206.194.251.158,100,151,True,2024-05-10 23:21:23,R_1Bg0xXJJ7UekuQ2,,,,,25.7349,-80.2228,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-11 08:00:50,2024-05-11 08:01:23,IP Address,179.111.34.65,100,33,True,2024-05-11 08:01:24,R_1SqyAD1ueihISjw,,,,,-23.6283,-46.6409,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Somente se os atuais não forem mais utilizáveis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-11 10:37:04,2024-05-11 10:37:49,IP Address,179.70.245.44,100,45,True,2024-05-11 10:37:50,R_2rr0anv5sElhnXM,,,,,-22.8896,-43.1054,anonymous,EN,Sim,45 a 54 anos,Sudeste,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,Uma  vez por ano,Loja Física,"Arezzo,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-11 14:05:32,2024-05-11 14:07:16,IP Address,177.26.240.123,100,103,True,2024-05-11 14:07:16,R_1waxvEK9S7NozDj,,,,,-23.6283,-46.6409,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Outras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 09:56:07,2024-05-09 09:56:14,IP Address,172.225.100.107,7,6,False,2024-05-16 09:56:15,R_239b7WPSIeDYSKg,,,,,,,anonymous,EN,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 09:57:37,2024-05-09 09:59:29,IP Address,152.255.101.146,73,112,False,2024-05-16 09:59:31,R_525wN9k15ax7e82,,,,,,,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Sim,,,,,,,,,,,,Loja física,Passive,7,"Qualidade dos produtos,Design","Preço,Diversificação de modelos,Exclusividade",Sim,,,,,,,,,,,,
2024-05-09 10:22:19,2024-05-09 10:23:51,IP Address,172.225.82.170,73,92,False,2024-05-16 10:23:52,R_5qR5HMUFzIWhCMD,,,,,,,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos",Sim,,,,,,,,,,,,Loja física,Passive,8,"Conforto,Trabalho artesanal","Trabalho artesanal,Preço",Sim,,,,,,,,,,,,
2024-05-09 10:29:09,2024-05-09 10:31:27,IP Address,186.232.61.4,73,138,False,2024-05-16 10:31:32,R_1Ey4O1oYzDUP3tr,,,,,,,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Sim,,,,,,,,,,,,Recomendação de amigos/família,Passive,8,"Qualidade dos produtos,Conforto,Atualização de modelos,Sustentabilidade","Qualidade dos produtos,Design",Sim,,,,,,,,,,,,
2024-05-09 10:33:24,2024-05-09 10:35:29,IP Address,186.204.11.253,57,124,False,2024-05-16 10:35:31,R_19esuTKf0IrgKzv,,,,,,,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 10:34:21,2024-05-09 10:36:21,IP Address,186.220.158.143,37,120,False,2024-05-16 10:36:24,R_5fkO6TpBkD2E5iC,,,,,,,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Não,Outro,Rede Sociais,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 10:02:35,2024-05-09 10:40:15,IP Address,186.232.61.4,7,2260,False,2024-05-16 10:40:18,R_1ea0CRmP6NWmpKO,,,,,,,anonymous,EN,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 10:38:46,2024-05-09 10:40:27,IP Address,177.173.207.76,73,100,False,2024-05-16 10:40:32,R_1dalc23NAPcYElT,,,,,,,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Sim,,,,,,,,,,,,Loja física,Passive,7,"Design,Conforto","Qualidade dos produtos,Inovação,Preço,Diversificação de modelos",Sim,,,,,,,,,,,,
2024-05-09 10:47:05,2024-05-09 10:47:13,IP Address,177.26.242.212,7,7,False,2024-05-16 10:47:15,R_2wJaJvcdN33iGwp,,,,,,,anonymous,EN,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 11:05:29,2024-05-09 11:05:45,IP Address,186.232.61.4,7,16,False,2024-05-16 11:05:46,R_2PJdri6CmgxOU6J,,,,,,,anonymous,EN,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 11:06:57,2024-05-09 11:09:31,IP Address,177.141.65.81,37,154,False,2024-05-16 11:09:32,R_7k6pZlO88n2P0T3,,,,,,,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Não,Outro,Influenciadores,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 11:09:01,2024-05-09 11:10:07,IP Address,187.37.116.240,37,65,False,2024-05-16 11:10:33,R_5MEROKR5egDxvSu,,,,,,,anonymous,EN,Sim,35 a 44 anos,Sul,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Loja Física,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Não,Loja física,Outros,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 11:25:01,2024-05-09 11:25:16,IP Address,191.56.48.117,7,15,False,2024-05-16 11:25:17,R_5t4IGq2s6VR24rm,,,,,,,anonymous,EN,Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09 11:31:39,2024-05-09 11:32:12,IP Address,186.232.61.4,20,32,False,2024-05-16 11:32:14,R_5LMwl2sgQWNisy9,,,,,,,anonymous,EN,Sim,18 a 24 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
