StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Idade,Região,Classe,Frequência,Lugar,Marcas,Q34,Qualidade_NPS_GROUP,Qualidade,Diferencial,Pontos melhora,Q53,Q54,Lançamentos,Procura,Q30,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Frequencia uso,Preço,Utilização
2024-07-23 13:55:32,2024-07-23 13:58:42,IP Address,189.98.248.194,100,190,True,2024-07-23 13:58:43,R_6Dd1iJoJTv5mggZ,,,,,-23.6283,-46.6409,anonymous,EN,25 a 34 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Recomendação de amigos/família,Passive,8,"Qualidade dos produtos,Design,Trabalho artesanal,Inovação","Conforto,Preço",Sim,4,4,"Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Recomendação,5,3,4,1,2,1 ou 2 vez(es) na semana,3,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 13:56:12,2024-07-23 13:59:21,IP Address,179.84.134.50,100,189,True,2024-07-23 13:59:22,R_6SbxP792bb9nNzr,,,,,-19.9029,-43.9572,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Loja física,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal","Atualização de modelos,Diversificação de modelos,Exclusividade",Sim,5,4,Busca tendências de moda em redes sociais,Rede Sociais,5,4,3,2,1,3 a 6 vezes na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 13:55:11,2024-07-23 14:00:59,IP Address,177.26.244.206,100,347,True,2024-07-23 14:01:00,R_7Lb4mu7z9C12Bcz,,,,,-23.6283,-46.6409,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,10,"Qualidade dos produtos,Trabalho artesanal,Atualização de modelos","Conforto,Preço",Sim,4,3,"Procura pelo produto específico na internet,Acessa o site da marca diretamente",Rede Sociais,5,3,4,2,1,1 ou 2 vez(es) na semana,2,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 13:59:46,2024-07-23 14:04:09,IP Address,192.83.207.52,100,262,True,2024-07-23 14:04:09,R_69lfzxxwSJO5Tod,,,,,-22.895,-47.0439,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Recomendação de amigos/família,,,"Qualidade dos produtos,Design,Conforto",Preço,Sim,1,1,"Procura pelo produto específico na internet,Acessa o site da marca diretamente",Rede Sociais,4,3,5,1,2,1 ou 2 vez(es) na semana,1,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 13:57:51,2024-07-23 14:04:44,IP Address,187.38.60.225,100,412,True,2024-07-23 14:04:44,R_5MWDEoCkSHbOyDP,,,,,-23.5335,-46.6359,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Lojas físicas,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Loja física,Promoter,10,"Qualidade dos produtos,Design,Conforto,Atualização de modelos","Conforto,Preço",Sim,4,3,Visita lojas físicas para experimentar pessoalmente,Rede Sociais,5,3,4,2,1,3 a 6 vezes na semana,3,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 14:00:35,2024-07-23 14:06:02,IP Address,45.71.214.250,100,327,True,2024-07-23 14:06:03,R_69TEVciImoYlPpv,,,,,-16.561,-49.2063,anonymous,EN,35 a 44 anos,Centro-Oeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Lojas físicas,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,9,"Design,Trabalho artesanal","Conforto,Preço",Sim,4,5,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",Campanhas,3,5,2,4,1,1 ou 2 vez(es) na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 14:06:11,2024-07-23 14:11:04,IP Address,201.26.93.209,100,293,True,2024-07-23 14:11:05,R_50St7hIKOaPzPB9,,,,,-23.5335,-46.6359,anonymous,EN,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,Uma  vez por ano,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Loja física,Passive,8,"Qualidade dos produtos,Conforto,Trabalho artesanal",Preço,Sim,4,4,Outros,Outros,5,4,2,1,3,1 ou 2 vez(es) na semana,4,Eventos sociais (festas e celebrações)
2024-07-23 14:00:16,2024-07-23 14:12:00,IP Address,186.232.132.113,100,703,True,2024-07-23 14:12:00,R_22fpuiLxoEBavhO,,,,,-20.741,-44.7185,anonymous,EN,55 a 64 anos,Sudeste,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,Uma  vez por ano,Online,"Arezzo,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,10,"Qualidade dos produtos,Conforto,Trabalho artesanal,Atualização de modelos,Inovação",Preço,Sim,5,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Rede Sociais,5,4,1,3,2,3 a 6 vezes na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 14:05:57,2024-07-23 14:13:24,IP Address,189.96.29.219,100,446,True,2024-07-23 14:13:24,R_1QgrdtkEIYFhSIY,,,,,-12.8671,-38.4807,anonymous,EN,45 a 54 anos,Nordeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Outro,Detractor,5,"Design,Conforto,Atualização de modelos","Qualidade dos produtos,Design,Preço",Sim,4,4,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Rede Sociais,4,3,5,1,2,1 ou 2 vez(es) por mês,2,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 14:06:17,2024-07-23 14:13:48,IP Address,177.95.156.77,100,451,True,2024-07-23 14:13:48,R_6qaOpcqYMhv3ZJK,,,,,-23.6283,-46.6409,anonymous,EN,45 a 54 anos,Centro-Oeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,10,"Qualidade dos produtos,Conforto,Atualização de modelos",Preço,Sim,5,5,Assiste vídeos de reviews,Rede Sociais,2,5,3,4,1,1 ou 2 vez(es) na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 14:12:56,2024-07-23 14:16:48,IP Address,179.209.152.17,100,232,True,2024-07-23 14:16:48,R_5Xgjz8PhqwaqPK0,,,,,-23.5335,-46.6359,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,Paula Torres,Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal",Preço,Sim,5,5,Acessa o site da marca diretamente,Influenciadores,5,4,3,1,2,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 14:12:50,2024-07-23 14:18:39,IP Address,189.61.112.101,100,349,True,2024-07-23 14:18:40,R_3LihnOkoNMltkoW,,,,,-15.7783,-47.9319,anonymous,EN,35 a 44 anos,Centro-Oeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Trabalho artesanal,Atualização de modelos,Inovação","Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Preço,Diversificação de modelos",Sim,4,4,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Influenciadores,4,5,3,2,1,1 ou 2 vez(es) na semana,2,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 14:21:48,2024-07-23 14:26:42,IP Address,201.93.78.109,100,294,True,2024-07-23 14:26:43,R_7SZ9xI1zkfJ9Jjr,,,,,-23.5335,-46.6359,anonymous,EN,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,10,"Qualidade dos produtos,Conforto",Design,Sim,4,4,Acessa o site da marca diretamente,Recomendação,5,3,2,4,1,1 ou 2 vez(es) na semana,2,Eventos sociais (festas e celebrações)
2024-07-23 14:22:04,2024-07-23 14:26:53,IP Address,187.57.126.85,100,289,True,2024-07-23 14:26:54,R_71gEmbAoCNf1peQ,,,,,-22.9035,-47.0565,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Loja física,Promoter,10,"Qualidade dos produtos,Design,Atualização de modelos",Conforto,Sim,5,4,Visita lojas físicas para experimentar pessoalmente,Outros,5,1,3,4,2,Menos que qualquer uma alternativa,3,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 14:23:37,2024-07-23 14:29:04,IP Address,187.104.66.18,100,327,True,2024-07-23 14:29:05,R_1MgoLSNF35rTEcI,,,,,-22.5218,-44.1012,anonymous,EN,35 a 44 anos,Sudeste,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Detractor,0,"Qualidade dos produtos,Design","Qualidade dos produtos,Trabalho artesanal,Atualização de modelos,Sustentabilidade,Preço,Diversificação de modelos,Exclusividade",Sim,4,3,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Campanhas,5,4,3,2,1,1 ou 2 vez(es) na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 14:24:14,2024-07-23 14:31:02,IP Address,200.236.199.69,100,408,True,2024-07-23 14:31:03,R_6nw7krlbLkHhEtO,,,,,-22.8687,-47.212,anonymous,EN,35 a 44 anos,Sul,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Colaborações com outras marcas,Promoter,9,"Qualidade dos produtos,Design,Trabalho artesanal,Atualização de modelos,Inovação,Sustentabilidade",Conforto,Sim,5,5,Busca tendências de moda em redes sociais,Influenciadores,2,3,1,5,4,1 ou 2 vez(es) na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 14:27:25,2024-07-23 14:32:14,IP Address,177.139.32.57,100,289,True,2024-07-23 14:32:15,R_6JCLAQyCwgWpXjf,,,,,-23.5335,-46.6359,anonymous,EN,25 a 34 anos,Sul,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Loja física,Promoter,10,"Design,Atualização de modelos,Inovação,Sustentabilidade","Design,Atualização de modelos",Sim,4,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",Rede Sociais,1,2,4,5,3,3 a 6 vezes na semana,2,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 14:29:50,2024-07-23 14:32:28,IP Address,200.34.216.93,100,157,True,2024-07-23 14:32:29,R_7duMviLI9buO7W5,,,,,-17.7176,-51.0386,anonymous,EN,25 a 34 anos,Centro-Oeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,,,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos","Preço,Exclusividade",Sim,4,4,Acessa o site da marca diretamente,Rede Sociais,5,4,3,2,1,1 ou 2 vez(es) na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 13:58:32,2024-07-23 14:36:15,IP Address,189.96.232.197,100,2263,True,2024-07-23 14:36:16,R_1dsoQH2B2ciM8M1,,,,,-23.6283,-46.6409,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Colaborações com outras marcas,Passive,8,"Qualidade dos produtos,Design","Atualização de modelos,Preço,Outros",Sim,4,4,"Pede recomendações para conhecidos,Busca tendências de moda em redes sociais",Recomendação,4,5,3,1,2,Menos que qualquer uma alternativa,4,"Ocasiões formais (como casamentos, formaturas ou eventos corporativos)"
2024-07-23 14:36:44,2024-07-23 14:43:26,IP Address,177.79.81.99,100,402,True,2024-07-23 14:43:27,R_8LZqGruF4P82hpf,,,,,-22.895,-47.0439,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto",Atualização de modelos,Sim,5,5,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Busca tendências de moda em redes sociais",Influenciadores,5,4,2,3,1,1 ou 2 vez(es) na semana,5,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 14:44:54,2024-07-23 14:51:21,IP Address,177.79.93.199,100,386,True,2024-07-23 14:51:22,R_7tbQ4E7yqqQL7Wc,,,,,-22.895,-47.0439,anonymous,EN,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos,Inovação,Sustentabilidade,Outros",Diversificação de modelos,Sim,4,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente",Rede Sociais,5,4,1,2,3,3 a 6 vezes na semana,4,"Ocasiões formais (como casamentos, formaturas ou eventos corporativos)"
2024-07-23 14:53:05,2024-07-23 14:55:36,IP Address,187.69.83.252,100,150,True,2024-07-23 14:55:37,R_6yyRdGJ7TamIkGl,,,,,-22.9072,-43.1883,anonymous,EN,35 a 44 anos,Norte,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Trabalho artesanal",Conforto,Sim,5,5,Procura pelo produto específico na internet,Rede Sociais,3,2,1,5,4,1 ou 2 vez(es) na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 14:53:00,2024-07-23 14:58:33,IP Address,177.205.163.112,100,333,True,2024-07-23 14:58:34,R_7Srj3UpMFup4ZZT,,,,,-22.9201,-43.0811,anonymous,EN,45 a 54 anos,Nordeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Loja física,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos","Preço,Diversificação de modelos",Sim,5,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Campanhas,4,5,3,2,1,1 ou 2 vez(es) na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 14:52:11,2024-07-23 14:59:53,IP Address,187.56.71.245,100,461,True,2024-07-23 14:59:53,R_8ZxqpI0O1kaCJI5,,,,,-22.7247,-47.6589,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Schutz,Paula Torres,Luiza Barcellos",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Atualização de modelos",Conforto,Sim,4,4,"Pede recomendações para conhecidos,Procura pelo produto específico na internet,Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Rede Sociais,5,4,1,3,2,1 ou 2 vez(es) na semana,3,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 14:59:15,2024-07-23 15:04:58,IP Address,189.40.90.172,100,343,True,2024-07-23 15:04:59,R_16lsJpJW8t6uE1a,,,,,-23.6283,-46.6409,anonymous,EN,35 a 44 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Passive,8,"Qualidade dos produtos,Design","Conforto,Preço",Sim,5,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Rede Sociais,4,3,5,1,2,1 ou 2 vez(es) na semana,3,Eventos sociais (festas e celebrações)
2024-07-23 15:00:42,2024-07-23 15:05:26,IP Address,177.83.2.139,100,283,True,2024-07-23 15:05:26,R_3DfDpj0mKIQM7jr,,,,,-20.4428,-54.6464,anonymous,EN,35 a 44 anos,Centro-Oeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,10,"Design,Conforto",Preço,Sim,4,5,"Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Influenciadores,2,3,5,1,4,1 ou 2 vez(es) na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 15:08:17,2024-07-23 15:11:28,IP Address,189.62.79.99,100,191,True,2024-07-23 15:11:29,R_68cXdjkfK4wzurD,,,,,-23.5335,-46.6359,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Outro,Promoter,10,"Qualidade dos produtos,Design,Conforto,Atualização de modelos","Preço,Diversificação de modelos",Sim,4,4,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Influenciadores,5,4,2,1,3,1 ou 2 vez(es) na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 15:08:37,2024-07-23 15:18:06,IP Address,189.13.78.156,100,568,True,2024-07-23 15:18:06,R_37EBB1PA4mgGUl3,,,,,-8.0567,-34.8815,anonymous,EN,55 a 64 anos,Nordeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Recomendação de amigos/família,Promoter,9,Qualidade dos produtos,Preço,Sim,5,5,Procura pelo produto específico na internet,Rede Sociais,5,3,4,2,1,1 ou 2 vez(es) na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 15:08:51,2024-07-23 15:20:19,IP Address,179.100.109.211,100,688,True,2024-07-23 15:20:20,R_1pRDVaHo87TIHGa,,,,,-23.5335,-46.6359,anonymous,EN,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Passive,8,"Qualidade dos produtos,Design,Trabalho artesanal","Preço,Diversificação de modelos",Sim,4,5,Acessa o site da marca diretamente,Rede Sociais,2,3,4,5,1,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 15:17:56,2024-07-23 15:22:41,IP Address,177.182.20.92,100,284,True,2024-07-23 15:22:41,R_81F0MxoEqPfNr25,,,,,-19.9221,-43.9347,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Redes sociais,Promoter,10,"Qualidade dos produtos,Design","Design,Conforto,Preço,Diversificação de modelos",Não,,3,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Campanhas,1,3,2,4,5,1 ou 2 vez(es) na semana,3,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 14:37:26,2024-07-23 15:24:16,IP Address,189.34.144.144,100,2810,True,2024-07-23 15:24:17,R_7mtnjl3ekfHf8S2,,,,,-24.0574,-46.6684,anonymous,EN,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto",Preço,Sim,4,4,Acessa o site da marca diretamente,Recomendação,5,4,1,2,3,3 a 6 vezes na semana,3,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 15:26:41,2024-07-23 15:36:49,IP Address,179.153.79.57,100,607,True,2024-07-23 15:36:50,R_3rGmztoK3VpMkLL,,,,,-23.5335,-46.6359,anonymous,EN,45 a 54 anos,Sudeste,Classe B: Renda familiar entre R$ 8.641 e R$ 11.261 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Recomendação de amigos/família,Promoter,9,"Qualidade dos produtos,Design,Trabalho artesanal,Atualização de modelos,Inovação","Conforto,Trabalho artesanal,Preço,Diversificação de modelos,Exclusividade",Sim,3,3,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente,Assiste vídeos de reviews",Campanhas,5,4,3,2,1,3 a 6 vezes na semana,3,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 15:34:44,2024-07-23 15:38:08,IP Address,189.6.86.63,100,203,True,2024-07-23 15:38:08,R_16iD6Zc4cNRPWp3,,,,,-15.7783,-47.9319,anonymous,EN,45 a 54 anos,Centro-Oeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Online,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto",Preço,Sim,5,3,Busca tendências de moda em redes sociais,Influenciadores,5,4,3,1,2,7 vezes por semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 15:33:05,2024-07-23 15:38:54,IP Address,177.174.244.6,100,349,True,2024-07-23 15:38:55,R_13eVrJx84dFtPvX,,,,,-27.6147,-48.4976,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Lojas físicas,"Paula Torres,Alexandre Birman",Redes sociais,Promoter,10,Conforto,"Conforto,Exclusividade",Sim,5,4,Visita lojas físicas para experimentar pessoalmente,Recomendação,5,4,3,2,1,3 a 6 vezes na semana,5,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 15:31:51,2024-07-23 15:39:19,IP Address,177.193.213.140,100,447,True,2024-07-23 15:39:19,R_3vYZGO6N0FpcMkR,,,,,-12.9637,-38.4903,anonymous,EN,55 a 64 anos,Nordeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman,Outras",Outro,Passive,8,"Design,Conforto,Atualização de modelos,Inovação","Qualidade dos produtos,Atualização de modelos,Preço",Sim,4,5,"Procura pelo produto específico na internet,Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Influenciadores,4,3,5,2,1,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 15:35:11,2024-07-23 15:43:43,IP Address,177.55.166.83,100,511,True,2024-07-23 15:43:43,R_5YGlmGOqn2dx8o4,,,,,-22.895,-47.0439,anonymous,EN,45 a 54 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Tatiana Loureiro,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,10,"Qualidade dos produtos,Design,Conforto",Preço,Sim,5,5,"Acessa o site da marca diretamente,Busca tendências de moda em redes sociais",Influenciadores,5,3,4,2,1,3 a 6 vezes na semana,4,"Uso diário (no trabalho, escola ou atividades cotidianas)"
2024-07-23 15:08:42,2024-07-23 15:44:08,IP Address,179.125.33.40,100,2126,True,2024-07-23 15:44:09,R_6mzKEdCmjbwMCl3,,,,,-25.5026,-49.2908,anonymous,EN,25 a 34 anos,Sul,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Lojas físicas,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Recomendação de amigos/família,Promoter,10,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos",Preço,Sim,4,5,"Acessa o site da marca diretamente,Visita lojas físicas para experimentar pessoalmente",Rede Sociais,1,4,2,5,3,1 ou 2 vez(es) na semana,4,"Lazer (encontros casuais, passeios, atividades de tempo livre)"
2024-07-23 15:33:13,2024-07-23 15:46:43,IP Address,201.95.204.242,100,810,True,2024-07-23 15:46:44,R_14O8wmTTE0yLBQG,,,,,-23.5335,-46.6359,anonymous,EN,55 a 64 anos,Sudeste,Classe A: Renda familiar acima de R$ 11.262 por mês.,A cada 6 meses,Ambos na mesma proporção,"Arezzo,Schutz,Paula Torres,Luiza Barcellos,Alexandre Birman",Redes sociais,Promoter,9,"Qualidade dos produtos,Design,Conforto,Trabalho artesanal,Atualização de modelos,Inovação","Preço,Diversificação de modelos",Sim,4,5,Acessa o site da marca diretamente,Campanhas,5,4,3,2,1,7 vezes por semana,5,"Uso diário (no trabalho, escola ou atividades cotidianas)"
